2c7aee94936babf84b61b55420e503a0b2629ec1,109.63
2c7aee94936babf84b61b55420e503a0b2629ec1,107.50
2c7aee94936babf84b61b55420e503a0b2629ec1,110.62
2c7aee94936babf84b61b55420e503a0b2629ec1,107.28
2c7aee94936babf84b61b55420e503a0b2629ec1,107.32
2c7aee94936babf84b61b55420e503a0b2629ec1,96.72
2c7aee94936babf84b61b55420e503a0b2629ec1,94.34
2c7aee94936babf84b61b55420e503a0b2629ec1,96.11
2c7aee94936babf84b61b55420e503a0b2629ec1,96.39
2c7aee94936babf84b61b55420e503a0b2629ec1,96.27
2c7aee94936babf84b61b55420e503a0b2629ec1,94.35
2c7aee94936babf84b61b55420e503a0b2629ec1,98.73
2c7aee94936babf84b61b55420e503a0b2629ec1,102.02
2c7aee94936babf84b61b55420e503a0b2629ec1,105.45
2c7aee94936babf84b61b55420e503a0b2629ec1,100.00
2c7aee94936babf84b61b55420e503a0b2629ec1,94.80
2c7aee94936babf84b61b55420e503a0b2629ec1,95.32
2c7aee94936babf84b61b55420e503a0b2629ec1,94.94
2c7aee94936babf84b61b55420e503a0b2629ec1,103.58
2c7aee94936babf84b61b55420e503a0b2629ec1,101.25
2c7aee94936babf84b61b55420e503a0b2629ec1,101.10
2c7aee94936babf84b61b55420e503a0b2629ec1,91.77
2c7aee94936babf84b61b55420e503a0b2629ec1,104.54
2c7aee94936babf84b61b55420e503a0b2629ec1,97.78
2c7aee94936babf84b61b55420e503a0b2629ec1,102.21
2c7aee94936babf84b61b55420e503a0b2629ec1,101.37
2c7aee94936babf84b61b55420e503a0b2629ec1,103.09
2c7aee94936babf84b61b55420e503a0b2629ec1,101.03
2c7aee94936babf84b61b55420e503a0b2629ec1,102.03
2c7aee94936babf84b61b55420e503a0b2629ec1,91.55
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,102.23
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,102.95
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,101.14
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,101.69
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,102.03
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,101.78
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,101.95
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,97.88
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,98.79
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,98.35
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,103.77
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,102.97
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,102.70
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,102.90
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,105.52
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,98.46
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,100.93
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,99.40
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,100.19
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,98.87
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,100.59
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,99.23
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,100.83
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,99.08
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,91.18
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,90.31
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,100.75
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,100.22
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,97.19
84c33c0384aa4604ff7956f2fae6f83ea60ba96b,101.01
a7304ea4a7daede9789a8fe422b714e372737120,88.20
a7304ea4a7daede9789a8fe422b714e372737120,94.40
a7304ea4a7daede9789a8fe422b714e372737120,96.00
a7304ea4a7daede9789a8fe422b714e372737120,96.54
a7304ea4a7daede9789a8fe422b714e372737120,96.07
a7304ea4a7daede9789a8fe422b714e372737120,97.27
a7304ea4a7daede9789a8fe422b714e372737120,96.87
